Sentence,Opinion
Packages in the -proposed repository are designed for testing and shouldn't really be enabled in most people's sources.list.,0
"peter, i had this problem too since last update.",1
I have tried everything on the sound trouble shooting pages. but still no sound,0
"that works for me, tormod, thank you.",1
apport said there was a crash I have not noticed anything wrong.,0
I really would recommend that this bug be split into two though - one bug for Intel AIGLX users and the other for open source ATI AIGLX users (and perhaps a comment linking to the other to help people find the right bug). It is quite possible that one of the drivers will be fixed and the other won't before Gutsy is released.,1
the two default gutsy's gnome-panels still remain invisible after desktop is displayed after login.,0
"good point, i have released this clarification to head",1
Sound was fixed with linux-ubuntu-modules-2.6.22-10.23 but broken again when they reverted back to the stock snd-hda-intel code in linux-ubuntu-modules-2.6.22-10.24.,0
It looks like everything works fine with iwl3945,1
"bug confirmed, temporary fix didn't work.",0
macobas' solution worked perfect for me! Thank you makobas.,1
"Unfortunately we can't fix it, because your description didn't include enough information.",0
This bug was fixed in the package bluez-gnome - 0.15-0ubuntu1,1
and now i tried the bristleburger's solution to upgrade from edgy to feistywith no result !,0
"Good point, I have released this clarification to HEAD.",1
unfortunately this fix didn't do it. i still get doubled,0
pm-suspend works fine for me with the generic ATI driver.,1
This behaviour is still a problem for me (in Ubuntu 9.10).,0
I am running ubuntu 8.04 on my TM 6292 with no problem.,1
It looks like there is still a problem with the patch. If the bar isn't active (if another program is active) then the titles are not always displayed ...,0
I'm seeing a similar problem since the gutsy upgrade that would kind of support the video thesis of naught101.,1
"(that bug looks like a dup of > this one) i can ' t seem to reproduce using those steps, but that bug does look like a dupe.",0
Doing the workaround worked,1
"still not working in hardy 64bit either , random grey screens and session crashing no textual output",0
Works for me. Thanks Sebastien!,1
"dguido: your backtrace is a different issue, please file a separate bug report about it.",0
i can confirm that i have the same bug...,1
it's not a gnome issue as the problem occurs in xfce (xubuntu) as well.,0
"suspend/resume with fglrx 8.4 on hardy works for me (t60 with 1400) as long as some usb devices are not attached, notably my scanner.",1
"I'm on a Lenovo 3000 N100, plugged in earphones doesn't mute the speakers.",0
"robbert, thanks for the workaround. No problem building and installing the module package.",1
"Not sure if Kristian speaks about the change on, but the gutsy package already has this patch, there is no tooltips change in the SVN since this one",0
i also think the quote source should be on the left side.,1
I could not find any info under https://wiki.ubuntu.com/KernelTeamBugPolicies. I have the same problem with the same mouse,0
i have the same problem when trying to browse my se k750i filesystem using bluetooth manager in gnome.,1
i still don't see how else you guys plan to visualize it.,0
"Agreed with Weer, this bug poses a huge security risk.",1
"As noted in bug 147087, the fix that worked for my Aluminium iMac under Gutsy no longer works under Hardy.",0
"i mean the 2.6.27-7-generic kernel works fine for me so far, but the ones upgraded later (e.g.2.6.27-12) actually will drive up the fan.",1
That 2.6.24-10 package appeared just in the last few hours. I wouldn't recommend installing it on Gutsy.,0
Thanks for reporting and providing debugging info. Milestoning for beta since this seems like a relatively easy fix.,1
"It's good that there are ways to get the game to work, but you shouldn't have to use workarounds to get something in the repos to work.",0
it works for me too!,1
"Thanks. Unfortunately I've not been in work for half of last week and I also won't be in for most of this week, so I can't offer any feedback until I'm officially back.",0
sounds good from the description,1
"I haven't however tried much to resolve this, must admit ;) I do not travel on a plane much these days so the rf-kill switch is not much an issue.",0
tblumer - completely agree with you.,1
i cant connect to wireless network.,0
Have the same problem with gutsy on a Toshiba U300 laptop. Found the following solution at,1
"sorry, that is with a fresh install of Gutsy final.",0
"Same problem on ubuntu server 7.10 Tanks to behemot I have located the problem in the file /etc/if-pre-up.d/wireless-tools (that is installed by the wireless-tools package). I did the same and it worked well for me, but I cannot test it on a wireless system.",1
I encountered exactly this problem with 8.10 (Intrepid) beta desktop CD.,0
i vote for fixing it the jee side since it is a regression from 3.1,1
"For me, it just suffices to lock the screen. Moreover, I can't try without the option for full-screen app compatibility, since that option can't be toggled off.",0
"The new patch submitted by Rob fixes the policyview crasher for me. I was able to trigger it with current version (1.0.3-6ubuntu2), but not after applying Rob's patch. Thanks again! No regressions spotted either.",1
you dont need to sign anything to use any repository on the net.,0
Hi I cganged the icons name instead of moving it and the problem has resolved itself Many thanks for your time,1
"I don't think I should report it if I can never reproduce it again, but if I do figure out a way I will send the bug to GNOME BugZilla and link it to this report.",0
there is no error and a pop up asks about what to do,1
acpi-support is no longer used on Hardy for suspend/resume - marking task 'Invalid'.,0
This bug was fixed in the package linux - 2.6.27-7.11,1
sorry for late response :( as i'm using ubuntu (with gnome) kcmshell is not usable here. the issue still remains...,0
The fix for bug 1387057 (correctly quoting $quoted) also fixes this.,1
current design does not support zooming during page load as that zoom setting will be lost as soon as the page loads(even with your hack),0
Simon - you solution worked for me to,1
No there are no technical limitations to having mixed system-wide eclipse updated through apt and local plugins installed through Eclipse's Update Manager.,0
I am experiencing the same problem on gutsy.,1
There is no need to compile anything,0
"yes, confirmed, we ' re spinning in that loop",1
"however, i was under the impression that usplash used vesa, so i don't think the driver can be at fault.",0
I have the same problem with a fresh Gutsy install on an iBook G4 with a HP-PhotoSmart_7345.,1
"unfortunately the upgrade to edgy didn't help a bit, the firmware upgrade seems to fix it, at least for me.",0
