Bug Number,Sentence Number,Sentence
251074,7.6,The process we're following is outlined here: http://fedoraproject.org/wiki/BugZappers/F9CleanUp We will be following the process here: http://fedoraproject.org/wiki/BugZappers/HouseKeeping to ensure this doesn't happen again.
251074,8.1,(Haven't tried yet on rawhide yet BTW since I can't install guests there yet).
251074,9.1,The disk-files still don't get deleted when deleting a virtual machine.
251074,9.2,There is no question to do so_DOUHAO_ neither is there an option.
251074,11.1,This message is a reminder that Fedora 8 is nearing its end of life.
251074,11.2,Approximately 30 (thirty) days from now Fedora will stop maintaining and issuing updates for Fedora 8.
251074,11.3,It is Fedora's policy to close all bug reports from releases that are no longer maintained.
251074,11.4,At that time this bug will be closed as WONTFIX if it remains open with a Fedora 'version' of '8'.
251074,11.5,Package Maintainer: If you wish for this bug to remain open because you plan to fix it in a currently maintained version_DOUHAO_ simply change the 'version' to a later Fedora version prior to Fedora 8's end of life.
251074,11.6,Bug Reporter: Thank you for reporting this issue and we are sorry that we may not be able to fix it before Fedora 8 is end of life.
251074,11.7,If you would still like to see this bug fixed and are able to reproduce it against a later version of Fedora please change the 'version' of this bug to the applicable version.
251074,11.8,If you are unable to change the version_DOUHAO_ please add a comment here and someone will do it for you.
251074,11.9,Although we aim to fix as many bugs as possible during every release's lifetime_DOUHAO_ sometimes those efforts are overtaken by events.
251074,11.10,Often a more recent Fedora release includes newer upstream software that fixes bugs or makes them obsolete.
251074,11.11,The process we are following is described here: http://fedoraproject.org/wiki/BugZappers/HouseKeeping
251074,12.1,As mentioned above_DOUHAO_ we need some intelligent UI to get this right.
251074,12.2,We _still_ don't have this upstream though_DOUHAO_ but it is at the top of my list.
251074,12.3,Moving to F10 since it is still applicable there.
251074,13.1,A simple start would just be to popup a dialog asking if you want to delete the disk image too locally.
251074,14.1,(In reply to comment #10)
251074,14.2,> A simple start would just be to popup a dialog asking if you want to delete the > disk image too locally.
251074,14.3,Jens_DOUHAO_ I don't think that it is good idea to have this simple version of dialog.
251074,14.4,You could have many "disk images" in your virtual machine and not everytime you want to delete all images.
251074,14.5,So you have to have list with checkboxes (or something similar).
251074,19.1,The wording has been fixed upstream (by committing a patch from me)_DOUHAO_ but the button fixing is pending another change.
251074,22.1,Upstream now has a robust 'Delete VM' dialog which allows removing storage_DOUHAO_ providing enough info for the user to make a reasonable decision about what to remove.
251074,22.2,Moving to POST.
251074,22.3,http://hg.et.redhat.com/cgi-bin/hg-virt.cgi/applications/virt-manager--devel/rev/f8ad3d826039 The pending new virt-manager version will probably end up in F10_DOUHAO_ but likely not for a good while (maybe F11 release time frame).
251074,24.1,I think it's too late to be backporting a major virt-manager version to F10_DOUHAO_ so moving this bug F11 (where it is fixed) and closing as CURRENTRELEASE.
251074,26.1,This is fixed in recent virt-manager versions_DOUHAO_ such as the one currently in Lucid.
251074,26.2,Closing this bug.
28447,1.1,
28447,1.,
28447,1.2,the test for verbosity is backwards on line 60
28447,1.3,
28447,2.,
28447,1.4,the 'for' in line 70 splits the mount output into separate words_DOUHAO_ rather than lines.
28447,1.5,this results in each line of output from mount being split over several log warning messages
28447,1.6,The attached patch fixes both of these issues.
28447,2.1,Created an attachment (id=5654) this patch fixes both problems
28447,3.1,the patch makes it less verbose_DOUHAO_ but only prints the first mount line_DOUHAO_ not all.
28447,3.2,was this intended?
28447,4.1,The script as it stood before only output the first mount line if VERBOSE was set to something other than "no"_DOUHAO_ such as "yes".
28447,4.2,It looks very much as if the author's intention was to have the script be less verbose if VERBOSE was set to "no"_DOUHAO_ not more verbose_DOUHAO_ so I switched the sense of the check for $VERBOSE.
28447,4.3,It seems crazy to have "VERBOSE=no" being the most verbose option.
28447,4.4,If the intention is to always output all the mount lines then the test for $VERBOSE should be removed altogether.
28447,4.5,VERBOSE is set in /etc/default/rcS by the way.
28447,5.1,This patch splits the output in lines by some hackish interpretation of the mount output.
28447,5.2,It works fine AFAICS_DOUHAO_ with one exception: if an error is followed by a mount message they're both shown on one line.
28447,6.1,The recent update (initscripts version 2.86.ds1-6ubuntu9) fixes the first part of this bug_DOUHAO_ but does nothing about the 2nd part.
28447,6.2,This code is used: for MOUNT_MESSAGE_TO_PRINT in $(echo "$MOUNT_MESSAGES" | egrep -v '(already|nothing was) mounted') ; do log_warning_msg $MOUNT_MESSAGE_TO_PRINT done The "for" will pick each *word* from the output of egrep in turn_DOUHAO_ and print is as a warning message_DOUHAO_ whereas we want it to pick each line in turn.
28447,6.3,Hence the "| while read" in my patch.
28447,7.1,From what I see_DOUHAO_ the first issue is not fixed in initscripts 2.86.ds1-6ubuntu9: if [ "$VERBOSE" != no ]; then # Print only the first line output which I interpret as: if verbose then print only first line.
28447,8.1,> which I interpret as: if verbose then print only first line.
28447,8.2,Right.
28447,8.3,ie.
28447,8.4,"if verbose then print less than if not verbose" ver·bose adj.
28447,8.5,Using or containing a great and usually an excessive number of words; wordy.
28447,8.6,Setting verbose should create MORE output_DOUHAO_ not LESS.
28447,9.1,I'm sorry Tormod.
28447,9.2,I'm agreeing with you_DOUHAO_ Yestersay I tried to post this: >> The recent update (initscripts version 2.86.ds1-6ubuntu9) fixes the >> first part of this bug_DOUHAO_ but does nothing about the 2nd part.
28447,9.3,> > My mistake.
28447,9.4,The recent update doesn't touch either of the 2 bugs_DOUHAO_ and > is completely unrelated.
28447,9.5,> > Sorry.
28447,9.6,but it appears that Gmail didn't honour the 'Reply-To:' header in the email I was replying to_DOUHAO_ and it ended up sending the comment to me_DOUHAO_ not to Malone.
28447,10.1,In case some developer would be interested_DOUHAO_ this log shows what it looks like at boot-up.
28447,10.2,I can confirm that Chris' small patch (the first) resolves the issue.
28447,11.1,The bug has a nice patch since 2 months.
28447,11.2,Is there anything we can do to help this getting committed?
28447,12.1,I don't think so.
28447,12.2,I ended up having to give up on ubuntu.
28447,12.3,Too many bugs like this go unfixed.
28447,13.1,Chris_DOUHAO_ I just now saw your CC to me on this Bug Report_DOUHAO_ as this bug also bugs me since a couple of months_DOUHAO_ but was busy to track down and understand_DOUHAO_ I'll test your patch and see if it fixes the issue.
28447,13.2,If so I'll try to get the wheel going again to include it.
28447,14.1,With the danger of going off-topic: Chris_DOUHAO_ don't give up.
28447,14.2,Ubuntu is much more responsive to bug reports and get more fixed faster than_DOUHAO_ say_DOUHAO_ debian.
28447,14.3,However_DOUHAO_ I really wonder_DOUHAO_ what can be improved in the launchpad/packaging/maintainer system to make these things go smoother.
28447,14.4,I mean_DOUHAO_ a clean_DOUHAO_ non-risk_DOUHAO_ corrective patch lying untouched for two months_DOUHAO_ with all kind of freezes now approaching in a "enterprise-ready" release ?
28447,14.5,(okay_DOUHAO_ I should take this to the forum instead_DOUHAO_ sorry)
28447,15.1,sysvinit (2.86.ds1-6ubuntu21) dapper; urgency=low .
28447,15.2,* debian/patches/100_mountall_fix_output.dpatch: - Fix the check for verbosity.
28447,15.3,- Fix the output when mounting filesystems to display complete lines rather then broken into each word.
28447,15.4,- Thanks to Chris Moore <email address hidden> - Malone #28447 Thanks to Sivan!
28447,16.1,Congratulations to all making this fixed?
28447,16.2,However_DOUHAO_ there is still something that seems backwards: Before there was nothing displayed in usplash (which I think is preferred behaviour) but all the verbose output displayed in console 8 (and in usplash_log as STATUS lines).
28447,16.3,Now_DOUHAO_ this first line (which seems pretty random_DOUHAO_ in my case this is a totally unimportant partition) is displayed in usplash_DOUHAO_ which seems a little ugly.
28447,16.4,(It also appears on console 8 and in usplash_log as a TEXT line).
28447,16.5,If I understand correctly_DOUHAO_ TEXT appears in usplash_DOUHAO_ and is created by the log_action_cont_msg function.
28447,16.6,The STATUS messages are created by the log_warning_msg function.
28447,16.7,I therefore suggest changing the non-verbose behaviour to also use log_warning_msg.
28447,17.1,Actually_DOUHAO_ no reason it should be a log_warning_msg.
28447,17.2,It should rather be a log_success_msg_DOUHAO_ if anything at all.
28447,17.3,What is the interest of that one first line anyway?
28447,17.4,Well_DOUHAO_ this patch cleans up the usplash screen at least.
28447,18.1,Sounds interesting because my bootprocess gets interrupted by verbose mount output too.
28447,18.2,But how to apply this patch?
28447,19.1,dorpm_DOUHAO_ the patch is not valid any longer.
28447,19.2,The scripts were later changed_DOUHAO_ and now look different in both 6.06 final and in edgy.
28447,19.3,Can you please attach your /dev/.initramfs/usplash_log ?
28447,20.1,Here you are
28447,21.1,Florian_DOUHAO_ since your usplash_log stops at "Checking root file system"_DOUHAO_ I think it is the checking of the root fs that takes so much time that usplash quits_DOUHAO_ and you get all these messages afterwards.
28447,22.1,Is there a time-dependency?
28447,22.2,Unfortunately the log was from a boot process where the root fs was completely checked.
28447,22.3,But normally there is not much more in the log: TEXT Checking root file system_DOUHAO_ SUCCESS ok PROGRESS 27 PROGRESS 29 PROGRESS 31 TEXT Checking all filesystems_DOUHAO_ At the latest usplash stops here.
28447,22.4,Is there any chance to change this behaviour?
28447,22.5,Florian
28447,23.1,usplash has a timeout_DOUHAO_ so that if something takes longer than normally expected_DOUHAO_ the splash screen goes away so that the user can read the messages and see what is going on.
28447,23.2,Probably you have some filesystems that are slow to check.
28447,23.3,I experienced this myself when I had two vfat filesystems in /etc/fstab.
28447,24.1,Here I found something that sounds interesting: http://ubuntuforums.org/archive/index.php/t-75132.html It seems that the timeout can be changed in /usr/share/initramfs-tools/scripts/init-top/usplash by adding /sbin/usplash_write "TIMEOUT 60" at the end of the file.
28447,24.2,What do you think?
28447,24.3,Florian
28447,25.1,Florian_DOUHAO_ if you do: grep '"TIMEOUT' /etc/init.d/* you'll see that several start-up scripts change the timeout.
28447,25.2,You can try modifying checkfs.sh if you like.
28447,25.3,See bug #22658 for more on this.
28447,26.1,Thanks Tormod_DOUHAO_ that worked for me?
28447,26.2,Florian
30090,1.1,Suggestion:
30090,1.2,The start screen of Adept is too cluttered for beginners:
30090,1.3,http://www.felixrommel.de/fileadmin/bugs/ubuntu/dapper/dapper-beta-adept-default-screen.png
30090,1.4,The filters should be folded by default and the tags view on the right side beside the packages list should also be folded by default.
30090,1.5,A basic user wants to search for a package and is not interested in Filters or advanced options.
30090,1.6,He does not know that "Quick Filter" means searching a package.
30090,1.7,It should be renamed to sth.
30090,1.8,like "Search package:"
30090,1.9,If Kubuntu shall be beginner friendly a easy to use package manager is a must!
30090,2.1,Suggestions for improvements: - Add a "View" menu where you can enable the filters.
30090,2.2,The tags section on the right side could be very small like on screenshot or also be able to enable it through the "View" menu.
30090,2.3,- Replace commit changes with sth like "Install packages" - Replace "Quickfilter" with "Search Package:" Have a look for a mockup: http://www.felixrommel.de/fileadmin/bugs/ubuntu/dapper/dapper-beta-adept-default-screen-Improved.png This is all a user should see on startup.
30090,3.1,I think the view menu should definitely be added_DOUHAO_ but I'm leaning toward keeping the INSTALLED_DOUHAO_ NOT-INSTALLED_DOUHAO_ UPGRADABLE check boxes visible by default.
30090,3.2,I don't think "commit changes" should be changed to "install packages" because that's misleading and that's not always what you're doing.
30090,3.3,Changing quickfilter to search definitely makes it more intuitive.
30090,4.1,There were usability-related changes in adept recently.
30090,4.2,Also_DOUHAO_ adept manager is NOT meant to be a friendly and easy on beginners.
30090,4.3,See adept installer for that.
30090,4.4,Not changing the adept manager target group => rejecting.
31512,1.1,Currently the acpid log output is far too verbose.
31512,1.2,Ideally it would be small enough that we could log it using syslog to daemon.log but since it currently produces ca.
31512,1.3,17 lines of log for each battery event in my laptop_DOUHAO_ said events occurring semi-regularly and producing around 60 to 90 thousand lines of log per day_DOUHAO_ it would be too much to syslog right now.
